1.040204,0.003633,0.003002
0.86386,0.016363,0.009211
0.979209,0.007795,0.003718
0.95732,0.019546,-0.005672
1.056928,0.002409,0.000864
0.911328,-0.002733,-0.003009
0.990523,-0.001264,-0.01124
0.905917,0.004367,0.005629
1.023234,-0.003467,0.004673
0.939366,0.008284,0.002316
1.07562,0.002409,-0.015355
0.927806,0.012936,0.001348
0.946498,0.005836,0.001348
1.007001,0.002409,0.00159
1.055945,0.004857,0.003957
1.06652,0.00094,-0.010756
1.041926,0.020036,0.002763
1.05078,-0.012281,-0.016807
0.91059,-0.003222,0.006584
1.020282,0.003143,-0.027458
1.018315,0.017588,-0.003009
0.981177,0.014405,-0.003736
1.060126,0.004612,0.001348
1.06898,0.010977,-0.010998
0.906901,0.019301,0.012316
1.00405,0.012936,0.008256
0.85845,-0.000284,0.013988
0.977242,0.006081,0.011838
0.914033,0.008039,-0.014387
0.96642,0.024443,0.002524
0.951417,0.000205,-0.02528
1.05742,0.001429,-0.004462
0.951171,0.018567,0.011838
0.983882,0.01416,-0.010756
0.869271,0.010243,0.00539
0.964944,0.005836,0.010405
1.103904,-0.002243,-0.008335
1.003066,-0.001753,-0.012208
0.880585,0.025912,0.01757
0.934447,0.014405,0.012077
1.03012,-0.004691,-0.005914
0.998147,0.009508,-0.009061
1.077834,0.003633,-0.005914
1.003558,-0.001998,-0.026248
1.023234,0.005102,0.00324
0.964698,0.008774,0.013033
0.921904,0.023463,0.01351
0.914033,0.022729,0.006823
1.134156,0.027136,0.00159
1.021266,0.009264,-0.01366
1.080293,0.006571,-0.029153
0.959288,0.004612,-0.031573
1.108331,-0.01277,-0.012934
1.00528,-0.005671,0.003957
1.098493,-0.004202,-0.00422
0.956828,0.016119,-0.002525
1.001344,0.030318,0.006106
1.035285,0.023463,-0.007851
1.130466,-0.000529,-0.012934
1.033809,-0.001509,-0.014629
1.012166,-0.009588,-0.031089
1.016839,-0.003957,-0.007851
1.062585,0.001674,-0.003252
1.02889,0.005591,0.004912
0.864598,0.019791,0.017332
0.982898,0.011957,0.007778
0.964207,0.013426,-0.009303
1.06529,0.004367,-0.007367
0.898785,0.001184,-0.011724
1.00405,-0.005426,-0.00664
0.91846,0.004122,0.011838
1.019299,0.011957,-0.003252
0.915509,0.007795,-0.004462
0.949942,0.014405,-0.001315
0.871239,0.009019,0.014227
0.995442,0.008774,0.004912
0.947482,0.00045,0.00159
0.966666,0.006081,-0.020922
0.903704,0.010243,-0.018502
1.064553,-0.004446,-0.000347
1.048812,-0.009833,-0.006398
1.009707,-0.000284,0.008972
0.934693,0.011467,-0.006883
1.014626,0.009998,-0.008819
1.031842,0.016363,-0.015597
1.049796,0.001674,0.003002
1.006017,-0.000529,-0.025038
0.92092,-0.009343,-0.030605
1.045369,0.000695,-0.011966
1.065536,-4.00E-05,0.002763
1.035777,0.00094,-0.000589
0.883782,0.012201,-0.001315
1.000361,0.010488,-0.007367
1.002574,0.011467,-0.02649
1.061847,-0.003467,-0.011966
0.795487,0.00706,0.005151
0.958796,-0.000529,-0.009061
0.832625,0.003633,0.018287
1.024709,0.006326,0.006345
0.827214,0.015874,0.022586
0.954369,0.018567,0.003479
0.807293,0.005591,0.007539
0.995688,0.007305,-0.004462
1.002082,0.01465,0.002074
0.944777,0.012936,-0.013902
0.869517,0.017343,-0.003494
0.95732,0.005346,0.006823
1.020282,0.002409,0.001832
0.963469,0.008039,0.007778
0.924117,0.025177,0.016376
1.132188,0.025422,-0.004946
0.959042,0.009508,0.00324
1.021758,0.008529,-0.02068
1.150142,0.004612,-0.016807
1.068242,0.000695,-0.012692
1.022004,0.025667,0.00324
1.019544,-0.013995,-0.00543
0.960025,0.009019,0.010883
0.892882,-0.015348,-0.04295
0.870255,0.011467,0.017332
1.119645,0.004122,-0.023827
0.875666,0.010733,0.012794
1.062093,0.004612,-0.009787
